ind_age,ind_gender,X_index,X_parent_table_name,X_parent_index,X_submission__id,X_submission__uuid,X_submission__submission_time,X_submission__validation_status
3,male,1,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
6,female,2,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
8,female,3,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
11,male,4,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
19,male,5,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
40,female,6,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
48,male,7,BGD1906 Joint Child Protection Assessment -- adolescent survey,29,86428495,f62a7590-7b42-4072-8b08-cb1f18df7461,2020-03-02T08:22:55,NA
18,female,8,BGD1906 Joint Child Protection Assessment -- adolescent survey,33,86254943,6eb9f075-5ec5-4e05-bbf7-617e6501103f,2020-02-29T09:47:16,NA
40,female,9,BGD1906 Joint Child Protection Assessment -- adolescent survey,33,86254943,6eb9f075-5ec5-4e05-bbf7-617e6501103f,2020-02-29T09:47:16,NA
55,male,10,BGD1906 Joint Child Protection Assessment -- adolescent survey,33,86254943,6eb9f075-5ec5-4e05-bbf7-617e6501103f,2020-02-29T09:47:16,NA
15,female,11,BGD1906 Joint Child Protection Assessment -- adolescent survey,34,86254946,7d4a180e-52ca-4317-90c0-4738f28e2819,2020-02-29T09:47:24,NA
40,female,12,BGD1906 Joint Child Protection Assessment -- adolescent survey,34,86254946,7d4a180e-52ca-4317-90c0-4738f28e2819,2020-02-29T09:47:24,NA
13,female,13,BGD1906 Joint Child Protection Assessment -- adolescent survey,36,86254939,8206311b-abab-46b6-96ca-045f74f7104b,2020-02-29T09:47:05,NA
15,female,14,BGD1906 Joint Child Protection Assessment -- adolescent survey,36,86254939,8206311b-abab-46b6-96ca-045f74f7104b,2020-02-29T09:47:05,NA
17,female,15,BGD1906 Joint Child Protection Assessment -- adolescent survey,36,86254939,8206311b-abab-46b6-96ca-045f74f7104b,2020-02-29T09:47:05,NA
48,female,16,BGD1906 Joint Child Protection Assessment -- adolescent survey,36,86254939,8206311b-abab-46b6-96ca-045f74f7104b,2020-02-29T09:47:05,NA
55,male,17,BGD1906 Joint Child Protection Assessment -- adolescent survey,36,86254939,8206311b-abab-46b6-96ca-045f74f7104b,2020-02-29T09:47:05,NA
1,female,18,BGD1906 Joint Child Protection Assessment -- adolescent survey,37,84761599,1b41a306-177b-4fa9-a957-aa2ce5ba6d1a,2020-02-18T09:22:55,NA
18,female,19,BGD1906 Joint Child Protection Assessment -- adolescent survey,37,84761599,1b41a306-177b-4fa9-a957-aa2ce5ba6d1a,2020-02-18T09:22:55,NA
20,male,20,BGD1906 Joint Child Protection Assessment -- adolescent survey,37,84761599,1b41a306-177b-4fa9-a957-aa2ce5ba6d1a,2020-02-18T09:22:55,NA
18,female,21,BGD1906 Joint Child Protection Assessment -- adolescent survey,38,86254924,957c3b52-6301-4f12-ac99-a4bdd4889a71,2020-02-29T09:46:47,NA
20,male,22,BGD1906 Joint Child Protection Assessment -- adolescent survey,38,86254924,957c3b52-6301-4f12-ac99-a4bdd4889a71,2020-02-29T09:46:47,NA
45,female,23,BGD1906 Joint Child Protection Assessment -- adolescent survey,38,86254924,957c3b52-6301-4f12-ac99-a4bdd4889a71,2020-02-29T09:46:47,NA
55,male,24,BGD1906 Joint Child Protection Assessment -- adolescent survey,38,86254924,957c3b52-6301-4f12-ac99-a4bdd4889a71,2020-02-29T09:46:47,NA
11,male,25,BGD1906 Joint Child Protection Assessment -- adolescent survey,40,86254912,27af2f82-6726-4e46-86e2-69af1552f7e5,2020-02-29T09:46:38,NA
16,female,26,BGD1906 Joint Child Protection Assessment -- adolescent survey,40,86254912,27af2f82-6726-4e46-86e2-69af1552f7e5,2020-02-29T09:46:38,NA
18,male,27,BGD1906 Joint Child Protection Assessment -- adolescent survey,40,86254912,27af2f82-6726-4e46-86e2-69af1552f7e5,2020-02-29T09:46:38,NA
45,female,28,BGD1906 Joint Child Protection Assessment -- adolescent survey,40,86254912,27af2f82-6726-4e46-86e2-69af1552f7e5,2020-02-29T09:46:38,NA
60,male,29,BGD1906 Joint Child Protection Assessment -- adolescent survey,40,86254912,27af2f82-6726-4e46-86e2-69af1552f7e5,2020-02-29T09:46:38,NA
8,male,35,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
10,male,36,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
12,male,37,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
16,female,38,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
18,male,39,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
45,female,40,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
55,male,41,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
90,female,42,BGD1906 Joint Child Protection Assessment -- adolescent survey,44,84264335,883b7744-9029-424b-877f-28e59e683823,2020-02-13T09:39:12,NA
10,female,43,BGD1906 Joint Child Protection Assessment -- adolescent survey,45,84264339,140702fc-902e-4120-8d0a-244e53e3f522,2020-02-13T09:39:14,NA
15,female,44,BGD1906 Joint Child Protection Assessment -- adolescent survey,45,84264339,140702fc-902e-4120-8d0a-244e53e3f522,2020-02-13T09:39:14,NA
16,female,45,BGD1906 Joint Child Protection Assessment -- adolescent survey,45,84264339,140702fc-902e-4120-8d0a-244e53e3f522,2020-02-13T09:39:14,NA
20,male,46,BGD1906 Joint Child Protection Assessment -- adolescent survey,45,84264339,140702fc-902e-4120-8d0a-244e53e3f522,2020-02-13T09:39:14,NA
52,female,47,BGD1906 Joint Child Protection Assessment -- adolescent survey,45,84264339,140702fc-902e-4120-8d0a-244e53e3f522,2020-02-13T09:39:14,NA
70,male,48,BGD1906 Joint Child Protection Assessment -- adolescent survey,45,84264339,140702fc-902e-4120-8d0a-244e53e3f522,2020-02-13T09:39:14,NA
17,female,52,BGD1906 Joint Child Protection Assessment -- adolescent survey,47,84264350,e8ba8fa5-782a-4094-8672-055e97c25850,2020-02-13T09:39:19,NA
20,male,53,BGD1906 Joint Child Protection Assessment -- adolescent survey,47,84264350,e8ba8fa5-782a-4094-8672-055e97c25850,2020-02-13T09:39:19,NA
16,male,54,BGD1906 Joint Child Protection Assessment -- adolescent survey,48,84264355,66f22af3-92b7-4523-b069-edb6f04bb9ff,2020-02-13T09:39:21,NA
18,female,55,BGD1906 Joint Child Protection Assessment -- adolescent survey,48,84264355,66f22af3-92b7-4523-b069-edb6f04bb9ff,2020-02-13T09:39:21,NA
60,female,56,BGD1906 Joint Child Protection Assessment -- adolescent survey,48,84264355,66f22af3-92b7-4523-b069-edb6f04bb9ff,2020-02-13T09:39:21,NA
80,male,57,BGD1906 Joint Child Protection Assessment -- adolescent survey,48,84264355,66f22af3-92b7-4523-b069-edb6f04bb9ff,2020-02-13T09:39:21,NA
18,female,58,BGD1906 Joint Child Protection Assessment -- adolescent survey,50,84264566,2c16d1c0-6960-4328-bb78-53557b5c7c79,2020-02-13T09:41:19,NA
20,male,59,BGD1906 Joint Child Protection Assessment -- adolescent survey,50,84264566,2c16d1c0-6960-4328-bb78-53557b5c7c79,2020-02-13T09:41:19,NA
7,female,60,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
10,male,61,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
15,male,62,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
19,male,63,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
20,female,64,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
47,male,65,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
55,male,66,BGD1906 Joint Child Protection Assessment -- adolescent survey,51,84264578,1d7ab3cb-b19a-4466-8c96-c38fd69f2b18,2020-02-13T09:41:28,NA
14,female,71,BGD1906 Joint Child Protection Assessment -- adolescent survey,53,84264593,93ec0b00-1d86-49e8-a3e5-0a476cf1b741,2020-02-13T09:41:46,NA
16,male,72,BGD1906 Joint Child Protection Assessment -- adolescent survey,53,84264593,93ec0b00-1d86-49e8-a3e5-0a476cf1b741,2020-02-13T09:41:46,NA
35,female,73,BGD1906 Joint Child Protection Assessment -- adolescent survey,53,84264593,93ec0b00-1d86-49e8-a3e5-0a476cf1b741,2020-02-13T09:41:46,NA
40,male,74,BGD1906 Joint Child Protection Assessment -- adolescent survey,53,84264593,93ec0b00-1d86-49e8-a3e5-0a476cf1b741,2020-02-13T09:41:46,NA
2,male,75,BGD1906 Joint Child Protection Assessment -- adolescent survey,54,84264597,ea9da030-564b-4fd7-aeca-988c2df1bc5a,2020-02-13T09:41:48,NA
4,male,76,BGD1906 Joint Child Protection Assessment -- adolescent survey,54,84264597,ea9da030-564b-4fd7-aeca-988c2df1bc5a,2020-02-13T09:41:48,NA
16,male,77,BGD1906 Joint Child Protection Assessment -- adolescent survey,54,84264597,ea9da030-564b-4fd7-aeca-988c2df1bc5a,2020-02-13T09:41:48,NA
24,female,78,BGD1906 Joint Child Protection Assessment -- adolescent survey,54,84264597,ea9da030-564b-4fd7-aeca-988c2df1bc5a,2020-02-13T09:41:48,NA
31,male,79,BGD1906 Joint Child Protection Assessment -- adolescent survey,54,84264597,ea9da030-564b-4fd7-aeca-988c2df1bc5a,2020-02-13T09:41:48,NA
90,male,80,BGD1906 Joint Child Protection Assessment -- adolescent survey,54,84264597,ea9da030-564b-4fd7-aeca-988c2df1bc5a,2020-02-13T09:41:48,NA
15,male,92,BGD1906 Joint Child Protection Assessment -- adolescent survey,56,84264819,f500532c-932e-4566-a5f4-ff365eab2a0c,2020-02-13T09:43:46,NA
18,female,93,BGD1906 Joint Child Protection Assessment -- adolescent survey,56,84264819,f500532c-932e-4566-a5f4-ff365eab2a0c,2020-02-13T09:43:46,NA
55,female,94,BGD1906 Joint Child Protection Assessment -- adolescent survey,56,84264819,f500532c-932e-4566-a5f4-ff365eab2a0c,2020-02-13T09:43:46,NA
70,male,95,BGD1906 Joint Child Protection Assessment -- adolescent survey,56,84264819,f500532c-932e-4566-a5f4-ff365eab2a0c,2020-02-13T09:43:46,NA
5,female,96,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
12,male,97,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
15,female,98,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
16,female,99,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
18,female,100,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
21,male,101,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
23,male,102,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
35,female,103,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
53,male,104,BGD1906 Joint Child Protection Assessment -- adolescent survey,57,84264824,17c9e444-e749-4758-a81f-982f60402c3c,2020-02-13T09:43:48,NA
1,female,112,BGD1906 Joint Child Protection Assessment -- adolescent survey,59,84264833,cb779340-8cd1-405a-ab54-6eac437dad97,2020-02-13T09:43:53,NA
19,female,113,BGD1906 Joint Child Protection Assessment -- adolescent survey,59,84264833,cb779340-8cd1-405a-ab54-6eac437dad97,2020-02-13T09:43:53,NA
21,male,114,BGD1906 Joint Child Protection Assessment -- adolescent survey,59,84264833,cb779340-8cd1-405a-ab54-6eac437dad97,2020-02-13T09:43:53,NA
60,female,115,BGD1906 Joint Child Protection Assessment -- adolescent survey,59,84264833,cb779340-8cd1-405a-ab54-6eac437dad97,2020-02-13T09:43:53,NA
3,male,116,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
5,male,117,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
6,female,118,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
9,male,119,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
10,female,120,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
12,male,121,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
14,female,122,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
15,female,123,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
35,female,124,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
55,male,125,BGD1906 Joint Child Protection Assessment -- adolescent survey,60,84264838,65bd58c7-e398-41a9-bdea-e095f728fc9b,2020-02-13T09:43:56,NA
1,male,131,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
4,female,132,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
6,male,133,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
7,female,134,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
10,male,135,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
12,female,136,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
14,female,137,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
17,female,138,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
19,male,139,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
20,male,140,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
22,male,141,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
40,female,142,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
50,male,143,BGD1906 Joint Child Protection Assessment -- adolescent survey,62,84264939,551bbd34-cade-4553-8e73-85ed53ab515f,2020-02-13T09:44:55,NA
2,female,144,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
8,male,145,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
16,female,146,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
18,female,147,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
20,male,148,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
35,female,149,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
42,male,150,BGD1906 Joint Child Protection Assessment -- adolescent survey,63,84264944,79a461ab-08f7-4e31-84a1-22836db0c1ce,2020-02-13T09:44:57,NA
0,male,163,BGD1906 Joint Child Protection Assessment -- adolescent survey,65,84264951,5b032f07-558a-4fa2-bb8a-dc3fafdf5a76,2020-02-13T09:45:00,NA
18,male,164,BGD1906 Joint Child Protection Assessment -- adolescent survey,65,84264951,5b032f07-558a-4fa2-bb8a-dc3fafdf5a76,2020-02-13T09:45:00,NA
20,female,165,BGD1906 Joint Child Protection Assessment -- adolescent survey,65,84264951,5b032f07-558a-4fa2-bb8a-dc3fafdf5a76,2020-02-13T09:45:00,NA
20,male,166,BGD1906 Joint Child Protection Assessment -- adolescent survey,65,84264951,5b032f07-558a-4fa2-bb8a-dc3fafdf5a76,2020-02-13T09:45:00,NA
50,female,167,BGD1906 Joint Child Protection Assessment -- adolescent survey,65,84264951,5b032f07-558a-4fa2-bb8a-dc3fafdf5a76,2020-02-13T09:45:00,NA
3,female,168,BGD1906 Joint Child Protection Assessment -- adolescent survey,66,84264957,e33bc56b-81dc-4e2a-a5fd-4781e9e79d33,2020-02-13T09:45:05,NA
19,female,169,BGD1906 Joint Child Protection Assessment -- adolescent survey,66,84264957,e33bc56b-81dc-4e2a-a5fd-4781e9e79d33,2020-02-13T09:45:05,NA
22,male,170,BGD1906 Joint Child Protection Assessment -- adolescent survey,66,84264957,e33bc56b-81dc-4e2a-a5fd-4781e9e79d33,2020-02-13T09:45:05,NA
7,female,171,BGD1906 Joint Child Protection Assessment -- adolescent survey,67,84265001,5c8d3d56-8621-4b08-aa80-9cd9f4eb77f5,2020-02-13T09:45:36,NA
10,male,172,BGD1906 Joint Child Protection Assessment -- adolescent survey,67,84265001,5c8d3d56-8621-4b08-aa80-9cd9f4eb77f5,2020-02-13T09:45:36,NA
18,male,173,BGD1906 Joint Child Protection Assessment -- adolescent survey,67,84265001,5c8d3d56-8621-4b08-aa80-9cd9f4eb77f5,2020-02-13T09:45:36,NA
32,female,174,BGD1906 Joint Child Protection Assessment -- adolescent survey,67,84265001,5c8d3d56-8621-4b08-aa80-9cd9f4eb77f5,2020-02-13T09:45:36,NA
40,male,175,BGD1906 Joint Child Protection Assessment -- adolescent survey,67,84265001,5c8d3d56-8621-4b08-aa80-9cd9f4eb77f5,2020-02-13T09:45:36,NA
18,female,182,BGD1906 Joint Child Protection Assessment -- adolescent survey,69,84265015,b049bff3-36f9-4665-bb74-37cdf69561dd,2020-02-13T09:45:42,NA
19,male,183,BGD1906 Joint Child Protection Assessment -- adolescent survey,69,84265015,b049bff3-36f9-4665-bb74-37cdf69561dd,2020-02-13T09:45:42,NA
50,female,184,BGD1906 Joint Child Protection Assessment -- adolescent survey,69,84265015,b049bff3-36f9-4665-bb74-37cdf69561dd,2020-02-13T09:45:42,NA
60,male,185,BGD1906 Joint Child Protection Assessment -- adolescent survey,69,84265015,b049bff3-36f9-4665-bb74-37cdf69561dd,2020-02-13T09:45:42,NA
15,male,191,BGD1906 Joint Child Protection Assessment -- adolescent survey,72,84265063,cd4b2548-cd1e-4acd-9530-55ab95c70b66,2020-02-13T09:46:02,NA
19,male,192,BGD1906 Joint Child Protection Assessment -- adolescent survey,72,84265063,cd4b2548-cd1e-4acd-9530-55ab95c70b66,2020-02-13T09:46:02,NA
50,female,193,BGD1906 Joint Child Protection Assessment -- adolescent survey,72,84265063,cd4b2548-cd1e-4acd-9530-55ab95c70b66,2020-02-13T09:46:02,NA
4,female,194,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
6,female,195,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
8,female,196,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
10,male,197,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
13,male,198,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
15,female,199,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
20,male,200,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
40,female,201,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
45,male,202,BGD1906 Joint Child Protection Assessment -- adolescent survey,73,84265068,ea3fbd0a-b046-42aa-a1c5-5cbc1d55c8e6,2020-02-13T09:46:04,NA
1,male,212,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
3,male,213,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
4,female,214,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
6,female,215,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
9,female,216,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
11,male,217,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
15,male,218,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
21,male,219,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
40,female,220,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
45,male,221,BGD1906 Joint Child Protection Assessment -- adolescent survey,75,84265089,ff13539a-34aa-4b05-b354-79ba0487c067,2020-02-13T09:46:08,NA
10,male,222,BGD1906 Joint Child Protection Assessment -- adolescent survey,76,84265096,924128d1-790d-434c-aa0b-2f2040d014e3,2020-02-13T09:46:10,NA
16,female,223,BGD1906 Joint Child Protection Assessment -- adolescent survey,76,84265096,924128d1-790d-434c-aa0b-2f2040d014e3,2020-02-13T09:46:10,NA
18,male,224,BGD1906 Joint Child Protection Assessment -- adolescent survey,76,84265096,924128d1-790d-434c-aa0b-2f2040d014e3,2020-02-13T09:46:10,NA
50,female,225,BGD1906 Joint Child Protection Assessment -- adolescent survey,76,84265096,924128d1-790d-434c-aa0b-2f2040d014e3,2020-02-13T09:46:10,NA
60,male,226,BGD1906 Joint Child Protection Assessment -- adolescent survey,76,84265096,924128d1-790d-434c-aa0b-2f2040d014e3,2020-02-13T09:46:10,NA
7,male,229,BGD1906 Joint Child Protection Assessment -- adolescent survey,78,84265148,0f026da6-2116-4e4e-a41d-47b46f47b92c,2020-02-13T09:46:47,NA
18,female,230,BGD1906 Joint Child Protection Assessment -- adolescent survey,78,84265148,0f026da6-2116-4e4e-a41d-47b46f47b92c,2020-02-13T09:46:47,NA
20,male,231,BGD1906 Joint Child Protection Assessment -- adolescent survey,78,84265148,0f026da6-2116-4e4e-a41d-47b46f47b92c,2020-02-13T09:46:47,NA
37,female,232,BGD1906 Joint Child Protection Assessment -- adolescent survey,78,84265148,0f026da6-2116-4e4e-a41d-47b46f47b92c,2020-02-13T09:46:47,NA
9,male,239,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
11,male,240,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
12,male,241,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
14,female,242,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
17,female,243,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
20,male,244,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
45,female,245,BGD1906 Joint Child Protection Assessment -- adolescent survey,80,84265154,2fe1b338-e694-4e43-a255-e5b369b75ae6,2020-02-13T09:46:50,NA
